Constituency,O.S.N.,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes
Karur,34,SUDHAKAR.L,Independent,19,0,19,0.01
Karur,35,SUBASH MALAYALAM.T,Independent,8,0,8,0
Karur,36,SURYA,Independent,96,0,96,0.05
Karur,37,SENTHILKUMAR.A,Independent,13,0,13,0.01
Karur,38,SENTHILKUMAR.A.M,Independent,2,0,2,0
Karur,39,SELVAKUMAR.M,Independent,7,0,7,0
Karur,40,DANIYA,Independent,11,0,11,0.01
Karur,41,TAMILARASAN.K,Independent,13,0,13,0.01
Karur,42,THAMILALAGAN,Independent,7,0,7,0
Karur,43,DHANABAL,Independent,7,0,7,0
Karur,44,THIRUGNANAM.M,Independent,13,0,13,0.01
Karur,45,DEEPANANDH.N,Independent,14,0,14,0.01
Karur,46,DURAISAMY.J,Independent,5,0,5,0
Karur,47,NOOR MOHAMMED THOUFFIC.A,Independent,13,0,13,0.01
Karur,48,PALANIVEL.P,Independent,17,0,17,0.01
Karur,49,BALAMANIKANDAN.K,Independent,56,0,56,0.03
Karur,50,BANUMATHY,Independent,16,0,16,0.01
Karur,51,PRAKASH.A,Independent,11,0,11,0.01
Karur,52,PRAKASH.N,Independent,20,0,20,0.01
Karur,53,PRAKASH.V,Independent,5,0,5,0
Karur,54,PRASANTH.S,Independent,4,0,4,0
Karur,55,PUSHPARAJ.P,Independent,3,0,3,0
Karur,56,BOOPATHI.P,Independent,6,0,6,0
Karur,57,MAHENDRAN,Independent,11,0,11,0.01
Karur,58,MANIKANDAN.K,Independent,2,0,2,0
Karur,59,MANIVANNAN.S,Independent,3,0,3,0
Karur,60,MANOJ.P,Independent,10,0,10,0
Karur,61,MUTHU. K.R,Independent,14,0,14,0.01
Karur,62,MUTHUKUMAR.G,Independent,8,0,8,0
Karur,63,MURALI.M,Independent,10,0,10,0
Karur,64,MURUGANANTHAM.T,Independent,30,0,30,0.01
Karur,65,MURUGESAN.A,Independent,83,1,84,0.04
Karur,66,MOHAN.M.L.M,Independent,42,0,42,0.02
Karur,67,MOUNAGURUBALUSAMY.K,Independent,14,0,14,0.01
Karur,68,RAJESHKANNAN.S,Independent,138,0,138,0.07
Karur,69,VIGNESHWARAN.P,Independent,25,0,25,0.01
Karur,70,VINOTHKUMAR,Independent,9,0,9,0
Karur,71,VIJAYABHASKAR.R.V,Independent,14,0,14,0.01
Karur,72,VIJAYAN.K,Independent,13,0,13,0.01
Karur,73,VEERAKUMAR.T,Independent,5,0,5,0
Karur,74,VENKADESH.K,Independent,14,0,14,0.01
Karur,75,VENKATESH PRABU.K,Independent,26,0,26,0.01
Karur,76,JAYAKUMAR.G,Independent,100,2,102,0.05
Karur,77,JOTHI SUTHARSAN,Independent,22,0,22,0.01
Karur,78,NOTA,None of the Above,954,7,961,0.46
Katpadi,1,DURAIMURUGAN,Dravida Munnetra Kazhagam,83243,1897,85140,45.71
Katpadi,2,V RAMU,All India Anna Dravida Munnetra Kazhagam,83675,719,84394,45.31
Katpadi,3,K RAJA,Bahujan Samaj Party,368,6,374,0.2
Katpadi,4,ARUMUGAM K P,Republican Party of India (Athawale),142,2,144,0.08
Katpadi,5,M SUDHARSAN,Indiya Jananayaka Katchi,991,12,1003,0.54
Katpadi,6,S THIRUKKUMARAN,Naam Tamilar Katchi,10325,124,10449,5.61
Katpadi,7,A S RAJA,Amma Makkal Munnettra Kazagam,1059,7,1066,0.57
Katpadi,8,R S SRIDHAR,Anna MGR Dravida Makkal Kalgam,75,3,78,0.04
Katpadi,9,J ANANDHI,Independent,177,16,193,0.1
Katpadi,10,P DHANANJAYAN,Independent,163,3,166,0.09
Katpadi,11,R BASKARAN,Independent,221,3,224,0.12
Katpadi,12,RAMAN,Independent,144,0,144,0.08
Katpadi,13,K RAMU,Independent,99,0,99,0.05
Katpadi,14,D RAMU,Independent,332,0,332,0.18
Katpadi,15,V VINAYAGAM,Independent,548,3,551,0.3
Katpadi,16,NOTA,None of the Above,1852,37,1889,1.01
Kattumannarkoil,1,THANGA UDHAYAKUMAR,Bahujan Samaj Party,425,4,429,0.24
Kattumannarkoil,2,N. MURUGUMARAN,All India Anna Dravida Munnetra Kazhagam,74608,883,75491,43
Kattumannarkoil,3,M.G. KALYANASUNDARAM,All India Jananayaka Makkal Kazhagam,458,2,460,0.26
Kattumannarkoil,4,SINTHANAI SELVAN,Viduthalai Chiruthaigal Katchi,84986,1070,86056,49.02
Kattumannarkoil,5,THANGA VIKRAM,Makkal Needhi Maiam,1391,24,1415,0.81
Kattumannarkoil,6,M. THIRUNAVUKARASU,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,133,1,134,0.08
Kattumannarkoil,7,S. NARAYANAMOORTHY,Amma Makkal Munnettra Kazagam,1892,12,1904,1.08
Kattumannarkoil,8,P. NIVEDHA,Naam Tamilar Katchi,6762,44,6806,3.88
Kattumannarkoil,9,M.A.T. ARCHUNAN,Independent,417,4,421,0.24
Kattumannarkoil,10,A. ANANDAN,Independent,991,0,991,0.56
Kattumannarkoil,11,P.M. KUMAR,Independent,362,1,363,0.21
Kattumannarkoil,12,S.TAMILSELVAN,Independent,216,0,216,0.12
Kattumannarkoil,13,MATHIAZHAGAN,Independent,227,0,227,0.13
Kattumannarkoil,14,NOTA,None of the Above,647,1,648,0.37
Kavundampalayam,1,G.Arunkumar,All India Anna Dravida Munnetra Kazhagam,134981,688,135669,43.78
Kavundampalayam,2,R.Krishnan,Dravida Munnetra Kazhagam,124557,1336,125893,40.62
Kavundampalayam,3,Aruna.M,Amma Makkal Munnettra Kazagam,1992,10,2002,0.65
Kavundampalayam,4,Kalamani.M,Naam Tamilar Katchi,17823,74,17897,5.77
Kavundampalayam,5,Siva.K,Tamil Nadu Ilangyar Katchi,718,8,726,0.23
Kavundampalayam,6,Selvaraj.M,New Generation People’s Party,177,1,178,0.06
Kavundampalayam,7,Pankaj Jain,Makkal Needhi Maiam,23427,100,23527,7.59
Kavundampalayam,8,Arunkumar.T,Independent,294,2,296,0.1
Kavundampalayam,9,Krishnan.M,Independent,140,0,140,0.05
Kavundampalayam,10,Suriyakumar.K,Independent,117,0,117,0.04
Kavundampalayam,11,Gnanaraj.M,Independent,160,1,161,0.05
Kavundampalayam,12,Pushpanantham.V,Independent,419,1,420,0.14
Kavundampalayam,13,NOTA,None of the Above,2868,24,2892,0.93
Killiyoor,1,SIVAKUMAR  V,Bahujan Samaj Party,1571,25,1596,0.94
Killiyoor,2,RAJESH KUMAR  S,Indian National Congress,99393,2148,101541,59.76
Killiyoor,3,JUDE DEV   K.V,All India Anna Dravida Munnetra Kazhagam,45419,722,46141,27.15
Killiyoor,4,ANTONY  A,All India Samathuva Makhal Katchi,1205,9,1214,0.71
Killiyoor,5,SEEMA  A,Amma Makkal Munnettra Kazagam,1079,23,1102,0.65
Killiyoor,6,THANKAPPAN C,Tamilnadu Mahatma Gandhi Makkal Katchi,159,3,162,0.1
Killiyoor,7,PETER H,Naam Tamilar Katchi,14328,189,14517,8.54
Killiyoor,8,VIJIKUMAR K,National Democratic Party of South India,184,2,186,0.11
Killiyoor,9,JAYARAJ E,Tamil Nadu Ilangyar Katchi,1429,14,1443,0.85
Killiyoor,10,ANCHALOSE R,Independent,210,3,213,0.13
Killiyoor,11,SIVAN RAJ  K,Independent,315,8,323,0.19
Killiyoor,12,RAMESH RAJA KUMAR C,Independent,275,3,278,0.16
Killiyoor,13,JOHN BENADICT G,Independent,233,2,235,0.14
Killiyoor,14,SHAJU SINGH M R,Independent,211,2,213,0.13
Killiyoor,15,NOTA,None of the Above,747,7,754,0.44
Kilpennathur,1,SubashChandrabose,Bahujan Samaj Party,593,5,598,0.29
Kilpennathur,2,K.Pitchandi,Dravida Munnetra Kazhagam,102713,1962,104675,51.34
Kilpennathur,3,A.R.Elumalai,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,497,7,504,0.25
Kilpennathur,4,P.Kathikeyan,Amma Makkal Munnettra Kazagam,2172,19,2191,1.07
Kilpennathur,5,V.Suganantham,Makkal Needhi Maiam,1431,6,1437,0.7
Kilpennathur,6,K.Selvakumar,Pattali Makkal Katchi,76854,1034,77888,38.2
Kilpennathur,7,N.Thangaraj,Makkal Munnetra Peravai,313,4,317,0.16
Kilpennathur,8,Dr.R.Rameshbabu,Naam Tamilar Katchi,11464,77,11541,5.66
Kilpennathur,9,A.Venkatesan,Republican Party of India (Athawale),147,0,147,0.07
Kilpennathur,10,Farmer Jayaraman,Anaithu Makkal Arasiyal Katchi,236,3,239,0.12
Kilpennathur,11,M.Athiyaman,Independent,185,0,185,0.09
Kilpennathur,12,P.Ganeshraja,Independent,194,3,197,0.1
Kilpennathur,13,G.krishnamurthy,Independent,86,39,125,0.06
Kilpennathur,14,Sakthivel,Independent,407,1,408,0.2
Kilpennathur,15,S.Sasikumar,Independent,592,5,597,0.29
Kilpennathur,16,M.Sampathraj,Independent,415,2,417,0.2
Kilpennathur,17,M.Dinakaran,Independent,251,20,271,0.13
Kilpennathur,18,M.Murugan,Independent,835,9,844,0.41
Kilpennathur,19,M.Mohanraja,Independent,117,0,117,0.06
Kilpennathur,20,Lourdammal,Independent,75,0,75,0.04
Kilpennathur,21,C.Jothi,Independent,151,1,152,0.07
Kilpennathur,22,NOTA,None of the Above,954,7,961,0.47
Kilvaithinankuppam,1,K Seetharaman,Dravida Munnetra Kazhagam,72933,1064,73997,42.5
Kilvaithinankuppam,2,DHANASEELAN,Desiya Murpokku Dravida Kazhagam,1406,26,1432,0.82
Kilvaithinankuppam,3,PUSHPALATHA D,Bahujan Samaj Party,505,14,519,0.3
Kilvaithinankuppam,4,M.JAGAN MOORTHY,All India Anna Dravida Munnetra Kazhagam,83989,590,84579,48.57
Kilvaithinankuppam,5,K ELAVARASAN,Republican Party of India (Athawale),543,4,547,0.31
Kilvaithinankuppam,6,K SATHU,National Democratic Party of South India,132,1,133,0.08
Kilvaithinankuppam,7,J.Divya Rani,Naam Tamilar Katchi,9911,116,10027,5.76
Kilvaithinankuppam,8,K VENKATASAMY,Indiya Jananayaka Katchi,519,0,519,0.3
Kilvaithinankuppam,9,E.P.ELANCHEZHIYAN,Independent,238,4,242,0.14
Kilvaithinankuppam,10,S SELVA CHENGUTTUVAN,Independent,324,7,331,0.19
Kilvaithinankuppam,11,NOTA,None of the Above,1773,25,1798,1.03
Kilvelur,1,TAMILARASAN U,Bahujan Samaj Party,636,5,641,0.45
Kilvelur,2,NAGAIMAALI V P,Communist Party of India  (Marxist),67288,700,67988,47.55
Kilvelur,3,SIDHU G,Makkal Needhi Maiam,2890,16,2906,2.03
Kilvelur,4,NEETHIMOHAN M,Amma Makkal Munnettra Kazagam,2494,9,2503,1.75
Kilvelur,5,PONELAVAZHAKI  S,Naam Tamilar Katchi,15088,85,15173,10.61
Kilvelur,6,MUTHALAGAN S,Puthiya Tamilagam,614,0,614,0.43
Kilvelur,7,VADIVEL RAVANAN  S,Pattali Makkal Katchi,50754,249,51003,35.67
Kilvelur,8,KALAISELVAN G,Independent,613,2,615,0.43
Kilvelur,9,MARUTHAIYAN G,Independent,171,2,173,0.12
Kilvelur,10,VEDHA MUKUNDHAN,Independent,481,1,482,0.34
Kilvelur,11,NOTA,None of the Above,895,2,897,0.63
Kinathukadavu,1,Kuruchi Prabhakaran,Dravida Munnetra Kazhagam,99311,1131,100442,43.21
Kinathukadavu,2,Damodaran.S,All India Anna Dravida Munnetra Kazhagam,101069,468,101537,43.68
Kinathukadavu,3,Anbazhagan.G,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,352,1,353,0.15
Kinathukadavu,4,Umajagadesh.M,Naam Tamilar Katchi,11249,31,11280,4.85
Kinathukadavu,5,Siva.A,Makkal Needhi Maiam,13880,59,13939,6
Kinathukadavu,6,Mariappan.R,Ganasangam Party of India,187,0,187,0.08
Kinathukadavu,7,ROHINI MA.PA,Amma Makkal Munnettra Kazagam,1237,11,1248,0.54
Kinathukadavu,8,James.S,All India Jananayaka Makkal Kazhagam,55,0,55,0.02
Kinathukadavu,9,Atheeswaran.S,Independent,50,0,50,0.02
Kinathukadavu,10,Dharmalingam.K,Independent,107,1,108,0.05
Kinathukadavu,11,Nazir Babu.S,Independent,88,0,88,0.04
Kinathukadavu,12,Nagendran.P,Independent,225,3,228,0.1
Kinathukadavu,13,Noor Muhamad . A,Independent,135,0,135,0.06
Kinathukadavu,14,Velusamy.V,Independent,504,1,505,0.22
Kinathukadavu,15,NOTA,None of the Above,2268,12,2280,0.98
Kolathur,1,AADIRAJARAM,All India Anna Dravida Munnetra Kazhagam,34801,337,35138,20.27
Kolathur,2,MJS.JAMAL MOHAMED MEERA,Bahujan Samaj Party,1286,9,1295,0.75
Kolathur,3,M.K. STALIN,Dravida Munnetra Kazhagam,104305,1217,105522,60.86
Kolathur,4,ASHOK KUMAR.S,New Generation People’s Party,257,0,257,0.15
Kolathur,5,J.ARUMUGAM,Amma Makkal Munnettra Kazagam,1075,5,1080,0.62
Kolathur,6,ELUMALAI.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,69,0,69,0.04
Kolathur,7,F.CAMILUS SELVA,Naam Tamilar Katchi,11234,45,11279,6.51
Kolathur,8,A.SEETHA,Bahujan Dravida Party,41,0,41,0.02
Kolathur,9,SURESH,Tamil Nadu Ilangyar Katchi,619,1,620,0.36
Kolathur,10,S.SURESHKUMAR,Makkalatchi Katchi,38,5,43,0.02
Kolathur,11,D.SURESHBABU,Desiya Makkal Sakthi Katchi,87,0,87,0.05
Kolathur,12,E.RAJENDRAN,Anna MGR Dravida Makkal Kalgam,25,5,30,0.02
Kolathur,13,M.RAJENDRAN,National Democratic Party of South India,65,0,65,0.04
Kolathur,14,VIVEKRAJ.J,Thamizhaga Munnetra Congress,116,0,116,0.07
Kolathur,15,G.VELMURUGAN,Shiv Sena,130,2,132,0.08
Kolathur,16,A.JAGADISH KUMAR,Makkal Needhi Maiam,13989,87,14076,8.12
Kolathur,17,AGNI SRI RAMACHANDRAN,Independent,680,1,681,0.39
Kolathur,18,L.KATHIRESAN,Independent,118,0,118,0.07
Kolathur,19,SATHIYASEELAN,Independent,86,0,86,0.05
Kolathur,20,V.SURESHKUMAR,Independent,22,0,22,0.01
Kolathur,21,J.SURIYAMUTHU,Independent,109,1,110,0.06
Kolathur,22,M.A.S. SENTHIL KUMAR,Independent,32,1,33,0.02
Kolathur,23,P.SENTHIL KUMAR,Independent,38,0,38,0.02
Kolathur,24,R.SELVAM,Independent,32,1,33,0.02
Kolathur,25,DIVYA,Independent,180,1,181,0.1
Kolathur,26,DEVIKARANI,Independent,37,0,37,0.02
Kolathur,27,AL. NARESH KUMAR,Independent,198,0,198,0.11
Kolathur,28,NIRMALA DEVI,Independent,29,0,29,0.02
Kolathur,29,D.NILAMANI,Independent,44,1,45,0.03
Kolathur,30,K. PANNERSELVAM,Independent,38,2,40,0.02
Kolathur,31,MALARVIZHI,Independent,92,0,92,0.05
Kolathur,32,MIRZA SAFDAR ALI,Independent,97,0,97,0.06
Kolathur,33,RAMA DEVI,Independent,61,0,61,0.04
Kolathur,34,B.VIJAYA KUMAR,Independent,18,0,18,0.01
Kolathur,35,C.JEEVAKUMAR,Independent,52,0,52,0.03
Kolathur,36,P.HARISHKUMAR,Independent,38,0,38,0.02
Kolathur,37,NOTA,None of the Above,1518,11,1529,0.88
Kovilpatti,1,KADAMBUR RAJU,All India Anna Dravida Munnetra Kazhagam,67970,586,68556,37.89
Kovilpatti,2,K.Srinivasan,Communist Party of India  (Marxist),36234,1146,37380,20.66
Kovilpatti,3,Ramachandiran.R,Bahujan Samaj Party,200,3,203,0.11
Kovilpatti,4,S.Udaiyar,Naam Indiar Party,175,0,175,0.1
Kovilpatti,5,K.Kathiravan,Makkal Needhi Maiam,3628,39,3667,2.03
Kovilpatti,6,M.Gomathi,Naam Tamilar Katchi,9114,99,9213,5.09
Kovilpatti,7,K.Shanmugasundaram,Bahujan Dravida Party,244,2,246,0.14
Kovilpatti,8,TTV DHINAKARAN,Amma Makkal Munnettra Kazagam,55729,424,56153,31.04
Kovilpatti,9,M.G.R.Nambbi,All India MGR Makkal Munnetra Kazhagam,244,0,244,0.13
Kovilpatti,10,RAJKUMAR POLIAH,Universal Brotherhood Movement,97,2,99,0.05
Kovilpatti,11,Athikaran @ Athikumar,Independent,638,6,644,0.36
Kovilpatti,12,J.Ravisankar Jayachanthiran,Independent,203,2,205,0.11
Kovilpatti,13,P.Ramasamy,Independent,66,0,66,0.04
Kovilpatti,14,Kannan,Independent,121,0,121,0.07
Kovilpatti,15,A.Kaliraj,Independent,315,0,315,0.17
Kovilpatti,16,P.Gunasekaran,Independent,405,7,412,0.23
Kovilpatti,17,Sivasubramanian,Independent,420,0,420,0.23
Kovilpatti,18,Subash,Independent,442,1,443,0.24
Kovilpatti,19,A.PattuRani,Independent,134,2,136,0.08
Kovilpatti,20,K.Pandimuneeswari,Independent,78,3,81,0.04
Kovilpatti,21,M.Ponnusamy,Independent,118,2,120,0.07
Kovilpatti,22,Manthirasudamani,Independent,103,1,104,0.06
Kovilpatti,23,M.Marimuthu,Independent,133,0,133,0.07
Kovilpatti,24,Rameshkannan,Independent,498,0,498,0.28
Kovilpatti,25,Raja,Independent,79,1,80,0.04
Kovilpatti,26,Renganayagalu,Independent,90,0,90,0.05
Kovilpatti,27,NOTA,None of the Above,1106,18,1124,0.62
Krishnagiri,1,Ashokkumar.K,All India Anna Dravida Munnetra Kazhagam,95300,750,96050,45.38
Krishnagiri,2,CHANDRAMOHAN.K.M,Nationalist Congress Party,1072,16,1088,0.51
Krishnagiri,3,SENGUTTUVAN.T,Dravida Munnetra Kazhagam,93507,1749,95256,45.01
Krishnagiri,4,TAMILSELVAN.S,Bahujan Samaj Party,485,3,488,0.23
Krishnagiri,5,AMEENULLA,All India Majlis-E-Ittehadul Muslimeen,851,7,858,0.41
Krishnagiri,6,SASIKUMAR.K.S,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,128,1,129,0.06
Krishnagiri,7,NIRANDARI.V,Naam Tamilar Katchi,11009,128,11137,5.26
Krishnagiri,8,RAVISHANKAR.R.K,Makkal Needhi Maiam,3423,32,3455,1.63
Krishnagiri,9,RUTHRAMANI.T,Desiya Makkal Sakthi Katchi,84,5,89,0.04
Krishnagiri,10,VIJAYAKUMAR.R,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,133,4,137,0.06
Krishnagiri,11,TVS GANDHI,Independent,97,0,97,0.05
Krishnagiri,12,KUMARESAN.M,Independent,59,0,59,0.03
Krishnagiri,13,GOPINATH.M,Independent,229,3,232,0.11
Krishnagiri,14,SAKTHI.K,Independent,417,1,418,0.2
Krishnagiri,15,SIVAN.C,Independent,314,4,318,0.15
Krishnagiri,16,NOTA,None of the Above,1827,10,1837,0.87
Krishnarayapuram,1,KATHIRVEL.M,Desiya Murpokku Dravida Kazhagam,1940,6,1946,1.08
Krishnarayapuram,2,SIVAGAMA SUNDARI.K,Dravida Munnetra Kazhagam,95321,1219,96540,53.37
Krishnarayapuram,3,MUTHUKUMAR,All India Anna Dravida Munnetra Kazhagam,64507,408,64915,35.88
Krishnarayapuram,4,MURUGESAN.R,Bahujan Samaj Party,538,2,540,0.3
Krishnarayapuram,5,ASHOKAN.P,Puthiya Tamilagam,194,1,195,0.11
Krishnarayapuram,6,ILAKIYA.R,Naam Tamilar Katchi,9654,52,9706,5.37
Krishnarayapuram,7,CHANDRA.P,My India Party,128,0,128,0.07
Krishnarayapuram,8,SARAVANAN.V,Makkal Needhi Maiam,1837,11,1848,1.02
Krishnarayapuram,9,NARAYANAN.KR,Communist Party of India  (Marxist-Leninist)  (Liberation),100,1,101,0.06
Krishnarayapuram,10,RAJAGURU. M,Samaniya Makkal Nala Katchi,121,1,122,0.07
Krishnarayapuram,11,KRISHNAMOORTHI.M,Independent,119,0,119,0.07
Krishnarayapuram,12,GOPI KRISHNAN.P,Independent,97,0,97,0.05
Krishnarayapuram,13,SAKTHIVEL.K,Independent,151,0,151,0.08
Krishnarayapuram,14,SATHYARAJ,Independent,433,0,433,0.24
Krishnarayapuram,15,SIVAKUMAR. O,Independent,910,1,911,0.5
Krishnarayapuram,16,CHINNASAMY.V,Independent,377,0,377,0.21
Krishnarayapuram,17,SENTHILKUMAR.M,Independent,214,0,214,0.12
Krishnarayapuram,18,SELVAKUMAR.S,Independent,710,0,710,0.39
Krishnarayapuram,19,TAMIL SELVAN.M,Independent,242,0,242,0.13
Krishnarayapuram,20,NAGARAJAN. C,Independent,68,0,68,0.04
Krishnarayapuram,21,MAHAMUNI.A,Independent,27,0,27,0.01
Krishnarayapuram,22,MAHESWARAN.A,Independent,24,0,24,0.01
Krishnarayapuram,23,MUHILAN.T,Independent,21,0,21,0.01
Krishnarayapuram,24,MURUGANANTHAM.T,Independent,69,0,69,0.04
Krishnarayapuram,25,RAMESH.N.P,Independent,107,1,108,0.06
Krishnarayapuram,26,RAJAGOPAL.K,Independent,113,0,113,0.06
Krishnarayapuram,27,NOTA,None of the Above,1172,5,1177,0.65
Kulithalai,1,P.Anbalagan,Bahujan Samaj Party,585,5,590,0.3
Kulithalai,2,N.R.Chandrasekar,All India Anna Dravida Munnetra Kazhagam,76579,710,77289,39.14
Kulithalai,3,R.Manickam,Dravida Munnetra Kazhagam,99285,1544,100829,51.06
Kulithalai,4,M.Sankar,Samaniya Makkal Nala Katchi,455,5,460,0.23
Kulithalai,5,A.Subethar,Tipu Sultan Party,213,2,215,0.11
Kulithalai,6,V.Nirosha,Amma Makkal Munnettra Kazagam,754,7,761,0.39
Kulithalai,7,Seeni.Prakasu,Naam Tamilar Katchi,11426,85,11511,5.83
Kulithalai,8,S.Manikandan,Indiya Jananayaka Katchi,670,4,674,0.34
Kulithalai,9,V.Alex Mouris,Independent,244,1,245,0.12
Kulithalai,10,S.Kandasamy,Independent,138,0,138,0.07
Kulithalai,11,R.Kalyana Sundaram,Independent,109,2,111,0.06
Kulithalai,12,R.Chandrasekar,Independent,674,20,694,0.35
Kulithalai,13,M.Saravanan,Independent,213,8,221,0.11
Kulithalai,14,R.Saravanan,Independent,834,4,838,0.42
Kulithalai,15,K.Suresh,Independent,490,4,494,0.25
Kulithalai,16,B.Selvaraj,Independent,399,0,399,0.2
Kulithalai,17,S.Barani,Independent,184,0,184,0.09
Kulithalai,18,V.Vellaiyan,Independent,612,0,612,0.31
Kulithalai,19,NOTA,None of the Above,1187,4,1191,0.6
Kumarapalayam,1,K.R.SIVASUBIRAMANIYAN,Desiya Murpokku Dravida Kazhagam,1021,1,1022,0.51
Kumarapalayam,2,THANGAMANI.P,All India Anna Dravida Munnetra Kazhagam,100201,599,100800,49.92
Kumarapalayam,3,M.VENKATACHALAM,Dravida Munnetra Kazhagam,68521,633,69154,34.25
Kumarapalayam,4,K.KAMARAJ,Makkal Needhi Maiam,6107,18,6125,3.03
Kumarapalayam,5,R.KUMARESAN,Manitha Urimaigal Kalaagam,304,0,304,0.15
Kumarapalayam,6,R.KUMAR,Ambedkarite Party of India,55,2,57,0.03
Kumarapalayam,7,SUBRAMANI.S,Communist Party of India  (Marxist-Leninist)  (Liberation),112,1,113,0.06
Kumarapalayam,8,S.VARUN,Naam Tamilar Katchi,13171,69,13240,6.56
Kumarapalayam,9,V.AMIRTHALINGAM,Independent,118,1,119,0.06
Kumarapalayam,10,OMMSHARRAVANA.S,Independent,7305,37,7342,3.64
Kumarapalayam,11,M.KATHAVARAYAN,Independent,76,0,76,0.04
Kumarapalayam,12,KARTHI,Independent,155,0,155,0.08
Kumarapalayam,13,GOPALAKRISHNAN,Independent,61,2,63,0.03
Kumarapalayam,14,GOWRISANKARAN,Independent,199,1,200,0.1
Kumarapalayam,15,SARAVANAN,Independent,242,0,242,0.12
Kumarapalayam,16,P.SENGODAGOUNDAR,Independent,409,2,411,0.2
Kumarapalayam,17,K.SELLAPPAN,Independent,131,0,131,0.06
Kumarapalayam,18,M.DHANASEKARAN,Independent,252,0,252,0.12
Kumarapalayam,19,B.BALAKRISHNAN,Independent,188,0,188,0.09
Kumarapalayam,20,S.PRABHAKARAN,Independent,37,0,37,0.02
Kumarapalayam,21,S.PONGIYANNAN,Independent,193,1,194,0.1
Kumarapalayam,22,MANIKANDAN,Independent,22,0,22,0.01
Kumarapalayam,23,M.YUVARAJ,Independent,30,0,30,0.01
Kumarapalayam,24,G.RAGAVENDIRAN,Independent,23,0,23,0.01
Kumarapalayam,25,G.RAJUGANESAN,Independent,42,0,42,0.02
Kumarapalayam,26,K.A.VIJAYAN,Independent,35,0,35,0.02
Kumarapalayam,27,A.VENKATACHALAM,Independent,27,0,27,0.01
Kumarapalayam,28,K.VENKATACHALAM,Independent,77,1,78,0.04
Kumarapalayam,29,P.VENKATACHALAM,Independent,100,1,101,0.05
Kumarapalayam,30,NOTA,None of the Above,1337,5,1342,0.66
Kumbakonam,1,"ANBALAGAN, G.",Dravida Munnetra Kazhagam,94284,1773,96057,48.62
Kumbakonam,2,"SRITHAR VANDAYAR, G.M.",All India Anna Dravida Munnetra Kazhagam,74334,340,74674,37.8
Kumbakonam,3,"ANANDH, M.",Naam Tamilar Katchi,12419,61,12480,6.32
Kumbakonam,4,"GOPALAKRISHNAN, G.",Makkal Needhi Maiam,5234,42,5276,2.67
Kumbakonam,5,"BALAMURUGAN, S.",Amma Makkal Munnettra Kazagam,6475,48,6523,3.3
Kumbakonam,6,"AYYAPPAN, M.",Independent,208,1,209,0.11
Kumbakonam,7,"GURUMOORTHI, D.",Independent,229,5,234,0.12
Kumbakonam,8,"SUBRAMANIAN, P.",Independent,151,2,153,0.08
Kumbakonam,9,"PRAKASH, P.",Independent,119,1,120,0.06
Kumbakonam,10,"VIJAYAKUMAR, C.",Independent,190,0,190,0.1
Kumbakonam,11,NOTA,None of the Above,1623,25,1648,0.83
Kunnam,1,"RAMACHANDRAN, R.T.",All India Anna Dravida Munnetra Kazhagam,96734,859,97593,44.38
Kunnam,2,"SIVASANKAR, S.S.",Dravida Munnetra Kazhagam,102707,1215,103922,47.26
Kunnam,3,"PANDIYAN, S.",Bahujan Samaj Party,494,0,494,0.22
Kunnam,4,"ARUL, P.",Naam Tamilar Katchi,9319,35,9354,4.25
Kunnam,5,"RAVANAN, M.",New Generation People’s Party,183,4,187,0.09
Kunnam,6,"KAARTHIKEYAN, S.",Amma Makkal Munnettra Kazagam,2092,26,2118,0.96
Kunnam,7,"SATHIK BASHA, A.S.",Makkal Needhi Maiam,731,8,739,0.34
Kunnam,8,"ARUL, G.",Independent,119,4,123,0.06
Kunnam,9,"KATHIRAVAN, C.",Independent,47,1,48,0.02
Kunnam,10,"KALAISELVI, J.",Independent,67,1,68,0.03
Kunnam,11,KALAIYARASI SARAVANAN,Independent,89,1,90,0.04
Kunnam,12,"GOWTHAMAN, V.",Independent,331,5,336,0.15
Kunnam,13,"SURESHKUMAR, S.",Independent,265,4,269,0.12
Kunnam,14,"SELVAM, J.",Independent,174,0,174,0.08
Kunnam,15,"SELVARAJU, R.",Independent,977,0,977,0.44
Kunnam,16,"BALAMURUGAN, S.",Independent,934,0,934,0.42
Kunnam,17,"PRAKASH, M.R.",Independent,604,0,604,0.27
Kunnam,18,"PUGALENTHI, Dr.S.",Independent,366,0,366,0.17
Kunnam,19,"MANIKANDAN, K.",Independent,152,0,152,0.07
Kunnam,20,"MATHIYAZHAGAN, S.",Independent,86,1,87,0.04
Kunnam,21,"MUTHAMILSELVAN, D.",Independent,40,0,40,0.02
Kunnam,22,"VINOTHKUMAR, M.",Independent,451,0,451,0.21
Kunnam,23,NOTA,None of the Above,751,2,753,0.34
Kurinjipadi,1,SELVI RAMAJAYAM,All India Anna Dravida Munnetra Kazhagam,83478,451,83929,42.22
